,0
681,"Italy's navy rescues 700 migrants from six boats, four found dead "
682,Kurdish special forces rescue teenage Swedish girl from Islamic State:  
683,"North Korea warns against U.S., South Korea military exercises "
684,Israeli city frets about chemical depot after Hezbollah threat 
685,"U.N. denounces restrictions of refugees, calls for unity in Europe "
686,Iranian media outlets add to bounty for killing Britain's Rushdie:  
687,Estonia jails three men over spying for Russian security services 
688,British nurse who recovered from Ebola back in hospital:  
689,Swedish doctor gets 10 years in prison in bunker kidnap case 
690,U.S. air strikes aid Afghan forces against Islamic State 
691,U.N.'s Ban says Burundi president agrees to dialogue to end political crisis 
692,Turkish PM says Syrian Kurdish militia taking orders from PKK 
693,Power restored to Afghan capital Kabul after weeks of blackout 
694,Syrian government accepts halt to 'combat operations' 
695,Myanmar army chief pushes against quick changes to constitution 
696,Libya could soon run out of life-saving medicines: U.N. 
697,"Former Thai PM Thaksin warns on economy, says no deal with military "
698,Islamic State attack shuts Syrian govt supply route for second day 
699,Denmark extends border control to Germany until March 4 
700,Syrian rebels see flaws in U.S.-Russian truce plan:  
701,Spain arrests four with suspected links to Islamic militants 
702,Greek police remove migrants from Macedonian border as more land in Piraeus  
703,Air strikes target road out of rebel-held Aleppo: Observatory 
704,"CORRECTION - 1 Dead in train accident in Netherlands, official tells Dutch Radio."
705,Israel razes West Bank homes of two Palestinian assailants: army 
706,Dutch passenger train derails after hitting maintenance crane 
707,Germany says reform efforts in Ukraine must not flag now 
708,British bosses say exit from EU would hit economy and jobs 
709,Traders count cost of Jat reservation riots; 19 dead  
710,New round of Kabul meetings hope to set date for Afghan peace talks 
711,JAL jet aborts takeoff evacuates after smoke from engine enters cabin 
712,Greek police start removing migrants from Macedonian border  
713,Traders count cost of Indian caste riots; 19 dead 
714,Nepal ends fuel rationing after supply from India improves  
715,"NATO wants Afghan forces to do less defending, more attacking  "
716,Pentagon to submit plan to Congress for closing Guantanamo prison  
717,U.N. agency bans lithium-ion batteries on passenger aircraft 
718,Spanish political parties step up talks in race to form government 
719,Slovenian army to help police control migrant inflow on border 
720,Italy agrees to let anti-Islamic State drones depart from Sicily 
721,Slovakia's Fico expects to win March 5 vote and form government 
722,Teen charged in Canada shooting may face adult sentence: report 
723,Inside a South Korean mass wedding ceremony:  
724,Central African Republic president aide says focus now on peace 
725,"Yemeni president appoints general to senior army post, state media report "
726,Slovak leader says EU agreement may not stem migrant flow from Turkey 
727,Bulgarian prime minister brushes aside death threats 
728,Editor's Choice photos from around the world:  
729,Uganda rights group receives hundreds of complaints from women about vote 
730,EU agency says bad weather deters migrant arrivals in January 
731,Montenegro will have to close borders if neighbours do: PM 
732,"Aid cuts trigger health crisis in Somalia, say relief agencies "
733,Italy wants EU bonds to fund refugee response 
734,Calais migrants play for time ahead of planned eviction 
735,France pledges more compensation for Polynesia nuclear tests 
736,Bolivian President Morales says result still not clear in referendum 
737,Islamic State attacks government supply line into Aleppo 
738,Darfur refugees look to Europe for salvation 
739,British PM Cameron says no second referendum on EU membership 
740,U.S. businessman jailed in Iran breaks hunger strike: mother 
741,Somalia protests Kenya's detention of govt. delegation at airport 
742,U.S.-Russia draft calls for Syria ceasefire to start Feb. 27 
743,"U.S.-led coalition sees fewer fighters, lower pay in Islamic State "
744,Lebanon seeks to fix ties with Saudi Arabia 
745,Saudi Arabia says war games will boost military ties with Muslim allies:  
746,People-smuggling gangs net 6 billion euros in migrant traffic to Europe: Europol 
747,US-Russia draft calls for Syria ceasefire to start Feb. 27
748,Suicide bomber kills 14 at Afghan clinic 
749,"For many Palestinians, Israel settlement work the only option "
750,"On the border, Austria takes migrant fingerprints, then discards them "
751,"EU membership losing 'magic power' for candidates, says Serbia PM "
752,Death toll from Fiji cyclone mounts amid health crisis fears:  
753,Islamic State rigs currency rates in Mosul to prop up finances 
754,Thousands of migrants trapped in Greece as neighbors tighten restrictions 
755,"Brexit, Brussels and the art of dealmaking "
756,Cuba deploys army in effort to avoid Zika virus 
757,Hundreds of migrants cut through Hungary's border fence over past days 
758,Former FIFA official banned for failing to respect earlier ban:  
759,"Uber driver attacked in Kenya, his taxi torched: police -  "
760,Deal reached to end Indian caste protests 
761,Factbox - Highlights of EU deal with Britain:
762,How will Britain's EU membership referendum work? Here's a handy guide:
763,"Germany, France press for peace plan action ahead of Ukraine visit "
764,Afghan troops pull out of second Helmand district:  
765,FIFA says Thailand's Makudi banned for three months:  
766,Lawyers for Assange ask Swedish court to overturn arrest warrant 
767,Congo to let 150 adopted children leave country after two-year wait 
768,South Africa's Zuma to visit Iran on Sunday: statement 
769,"EU says Ukraine at 'critical juncture', must stick to reforms "
770,Turkish army says 14 PKK militants killed in southeast Turkey 
771,Serbia says wants to preserve good relations with Russia: PM 
772,Iran holds talks with Russia over missile defense upgrade:  
773,Violence rages in Syria as Kerry and Lavrov reach provisional deal on ceasefire:  
774,German government condemns anti-migrant protests in Saxony 
775,"Brazil police targets Rousseff campaigner in raids, TV Globo says "
776,Gunmen kill two in Burundi attack ahead of visit by U.N.'s Ban: official 
777,FIFA says executive member Worawi Makudi banned for three months by disciplinary committee
778,Brazil police launch new round of raids in corruption probe 
779,Niger voting extended for second day after some polls didn't open 
780,"Italy PM says, as citizen, he hopes Clinton wins U.S. election "
781,Schengen collapse could cost EU up to 1.4 trillion euros over decade:  
782,China signals no South China Sea backdown as foreign minister goes to U.S. 
783,"Samsung Galaxy S7, LG G5 unveiled as companies try to revive smartphone sales  "
784,Libya's NOC warns of more Islamic State attacks on oil facilities 
785,Turkish PM announces plan to bolster beleaguered tourism sector 
786,Kazakhstan launches probe against media figure ahead of election 
787,"EU has no plan 'B' if Britain votes to quit EU, Moscovici says:"
788,Australian abuse inquiry says will sit in Rome to hear Vatican treasurer 
789,"Japan's scandals, shaky economy erode Abe's support as polls loom "
790,Infant refugee becomes face of Australia's tough asylum seeker policies 
791,"Australia announces voting reforms, signaling possible early polls  "
792,Uganda's opposition presidential candidate detained: police 
793,Saudi Arabia puts Shi'ites on trial for spying for Iran 
794,"Army recaptures Delhi water source, caste protests continue  "
795,"Irish PM's coalition struggles ahead of election, inconclusive poll possible "
796,U.S. urges wider challenge to China's claims in South China Sea 
797,Stability still elusive despite peaceful Central African election 
798,Heavy gunfire heard as operation to flush out gunmen in Kashmir enters third day 
799,Indian army retakes control of key Delhi water supply 
800,"With eye on Downing Street, Boris bets all on Brexit  "
801,"Uber driver suspected in Michigan shootings, six dead "
802,China weapons exports surge over past five years: report 
803,"Conditions not met for April 24 elections in Macedonia: EU, U.S. "
804,Fiji super cyclone kills 10 and raises fears of health crisis 
805,Egyptian rights group asks court to halt official move to shut it down 
806,Ten killed in thwarted Ivory Coast prison break: authorities 
807,U.S. rejected North Korea peace talks offer before last nuclear test: State Department 
808,"Kerry meets with Abbas, urges calm, decrease in violence "
809,U.S. businessman detained in Iran denied access to lawyer 
810,Army claims advances in Libyan cities of Benghazi and Ajdabiya 
811,Close runoff seen in Peru election as Fujimori loses ground: poll 
812,Kerry says he and Lavrov reach provisional deal on terms of Syria ceasefire 
813,Death toll rises to seven in Kashmir militant clash 
814,"Ivory Coast sends soldiers wanted for failed coup to Burkina Faso, sources say "
815,"U.S., allies conduct 38 strikes against Islamic State: U.S. military "
816,Austria seeks talks with Balkan neighbors after capping migrant flow 
817,Netanyahu defends top general in excessive force debate 
818,Iraq health minister says missing radioactive material found: state TV 
819,EU's real brake isn't Britain but Franco-German impasse 
820,Hollande could face Socialist primary challenger: party head 
821,"Lebanese justice minister resigns, blames Hezbollah over deadlock, court case "
822,Pope calls for worldwide ban on death penalty 
823,Australia issues security alert for Kuala Lumpur 
824,Iraq's Abadi keeps Iran at arm's length in war on Islamic State 
825,PM Cameron implores London Mayor Boris not to join EU leave campaign 
826,Three journalists from Turkish state news agency kidnapped by PKK: media 
827,Moderates could gain influence over choice of next leader in Iran vote 
828,"U.S. criticizes Uganda election, says concerned about Besigye's arrest "
829,Thousands in Japan rally against U.S. base on Okinawa 
830,Suspected Islamist militants kill Hindu priest in Bangladesh 
831,U.N. under pressure to show it can help end Burundi violence 
832,Syria's Assad says he is ready for truce if 'terrorists' do not exploit it 
833,Bolivia referendum for fourth presidential term may be close call  
834,Egypt jails author for two years over sexually explicit novel 
835,Niger starts voting in presidential election  
836,"Caste protests cut water to Indian capital, hit industry "
837,"Twin bomb blasts hit Syria's Homs, cause casualties: monitoring group, TV "
838,"Syrian opposition says temporary truce possible, but deal seems far off  "
839,U.S. Air Force drone crashes in southern Afghanistan 
840,Paracels build-up a pointer to China's broader South China Sea ambitions  
841,Protests around U.S. support New York officer convicted in shooting: reports  
842,"After winning EU deal, Britain's Cameron faces harder battle  "
843,Protestors blockade Australian hospital treating infant asylum seeker 
844,Huge cyclone leaves trail of destruction in Fiji 
845,At least 12 dead in clashes between army and Islamists in Libya's Benghazi 
846,Ex-PM Touadera wins Central African Republic presidential election 
847,French PM pledges more military support for Sahel to fight insurgents 
848,"Two soldiers, one civilian dead in Kashmir militant attack "
849,Turkey to take additional security measures after bombing: PM Davutoglu 
850,Sabotaged oil pipeline to Turkey to be repaired next week: source 
851,Kerry and Abbas to meet in Jordan in Sunday 
852,Italy closes route over Brenner mountain pass to defuse WW2 bomb 
853,"Three police killed in Pakistan attack, Islamic State suspected "
854,Leaders of Nepal and India mend fences after friction 
855,Junta-ruled Thailand flirts with Russia as U.S. ties cool 
856,Syrian opposition agrees to two-three week truce if Russia stops air strikes: source 
857,Two Serbs abducted in Libya believed killed in U.S. raid on Islamic State 
858,Kremlin says concerned by Turkey shelling Syrian territory 
859,Zimbabwe's Mugabe warns party members fighting over his succession 
860,Al Qaeda militants seize southern Yemen town: residents 
861,Russia reinforces base in Armenia with modernized aircraft: agencies 
862,New government school blown up in Pakistan's restive northwest 
863,Cameron to meet cabinet after clinching EU deal  
864,Afghan troops pull out of strategic Helmand district  
865,"Uganda's Museveni set to extend 30-year rule, opposition cries foul "
866,Thousands marry in mass ceremony in South Korea 
867,"Umberto Eco, Italian author of 'The Name of the Rose,' dies at 84  "
868,"U.S., Apple ratchet up rhetoric in fight over encryption  "
869,Australia resumes talks with six countries to resettle asylum seekers: report 
870,"EU leaders urge pause in Syrian fighting, end to Russia bombing  "
871,"Dying Adelphia founder, John Rigas, to be freed from prison  "
872,"UK deal done, Merkel resets sights on EU migrant plan with Turkey "
873,North Korea artillery shot heard from South Korea island prompts alarm 
874,Russia pushes U.N. Security Council on Syria sovereignty 
875,"Morocco, citing Arab disunity, says won't host summit "
876,Vatican's Australian finance chief rejects 'baseless' child abuse allegations 
877,"Anti-money laundering body urges more scrutiny of Iran, North Korea "
878,"Canada divided as 25,000 Syrian refugees settle in "
879,Mexico unleashes surprise rate hike to smoke out speculators:  
880,EU summit extended as Cameron closes in on British deal 
881,Kurdish militant group TAK claims responsibility for Ankara bombing:  
882,South Sudan rivals talk peace while killing civilians: U.N. 
883,Irish main opposition leader predicts stable government 
884,How Syrian refugees are boosting the Turkish economy:  
885,Brazil orders release of senator in corruption probe 
886,UPDATE: U.S. says it does not supply weapons to the YPG Syrian Kurdish military group - State department. 
887,Kerry to meet Jordan's King Abdullah in Amman over weekend 
888,Fridges and flour: Syrian refugees boost Turkish economy 
889,The Mexican anti-graft officials fighting corruption with caviar and champagne:  
890,This is the 'how-to' video game France has released in case of attacks like Paris:  
891,U.S.-backed fighters capture Islamic State-held town in northeast Syria: monitor 
892,Saudi minister says Syrian rebels should get surface-to-air missiles 
893,Slovak PM says to protect border with Austria 
894,Turkey's Erdogan says Syrian Kurdish militia used U.S. weapons on civilians:  
895,"Morocco arrests 10 suspected IS militants, including Frenchman "
896,"Harper Lee, author of 'To Kill a Mockingbird,' dies:  "
897,Afghan teen charged with raping worker at Belgian asylum center 
898,Egypt's Sisi tells interior minister to crack down on abuses by police 
899,"Caviar, champagne at Harrods: Some Mexican anti-graft busters live large "
900,Russia to call U.N. Security Council session on Syria on Friday 
901,"U.S. strikes Islamic State in Libya, more than 40 dead:  "
902,German government accuses Russian media of biased reporting 
903,Tear gas protest keeps gag on Kosovo parliament 
904,Three Turkish soldiers killed as building collapses in southeast Turkey 
905,Swiss investigating alleged secret 1970 PLO deal 
906,Sudanese flee militiamen they say are razing villages in Darfur 
907,Polish president Duda has accused Russia of fomenting a new Cold War:  
908,Egypt says it will not protect policemen who break the law as tensions mount 
909,It's a tough road ahead for Maduro after dire data:  
910,Greece may not sign summit conclusions unless EU agrees no border closures 
911,Zika-hit Puerto Rico prepares to import all of its blood supplies:  
912,Polish president Duda says Russia fomenting new Cold War 
913,Kidnapped Red Cross staff released in Afghanistan 
914,Export solution to Lebanon's trash crisis scrapped 
915,86-day Palestinian hunger strike challenges Israeli detention policy 
916,Russia hopes Ukrainian truck ban will end on Saturday: agencies 
917,"Saudi Arabia says suspends $3 billion package to Lebanese army, aid to security forces "
918,Berlin says no final decision on delivering patrol boats to Saudi Arabia 
919,"Colombia's ex-rebel fighters struggle to find jobs, rebuild lives "
920,China's Xi urges state media to boost global influence 
921,Quirky design museum seeks greater respect for India's Dharavi slum 
922,Turkey's Erdogan says saddened by U.S. arming of Syrian Kurdish militia 
923,"Two migrants drown off Sicily, Italy coastguard says "
924,Switzerland charges man suspected of supporting Islamic State 
925,Malaysia halts intake of foreign workers after protests 
926,Indian top court refuses to intervene in student leader's arrest:  
927,"Aircraft carry out strikes on Libya's Sabratha city, 40 killed: local official "
928,Still no deal for Britain on EU reforms after all-night talks:  
929,At least 19 dead in suicide attack in north Cameroon: local officials 
930,German minister warns countries not to push refugee burden onto Germany 
931,Vietnam protests at 'serious violation' of sovereignty by China 
932,Pakistan lodges case against alleged perpetrators of India air base attack 
933,European Parliament won't grant Britain special treatment - Schulz:  
934,U.S. accuses China of raising tensions with apparent missile deployment:  
935,Call it the surrealist summit. How very Brussels:  
936,Cameron says made some progress but still no EU deal 
937,Austria says will have to restrict migrant entries further 
938,"IATA says Bangkok airport a safety risk, needs urgent expansion -report "
939,"Australia, New Zealand urge China show restraint in South China Sea:  "
940,U.S. and Russia hold talks on Syria ceasefire ahead of U.N. meeting 
941,Philippines' Aquino signs order raising pay of government workers 
942,"Paris fugitive stayed in Brussels three weeks, newspaper says "
943,Merkel says EU-Turkey plan is our priority on migration:  
944,"Cameron talks late into night, EU digs in heels:  "
945,Palestinian shot dead after stabbing Israeli policemen in Jerusalem 
946,Russia government mulls five percent cut in defense procurement spending: sources 
947,Turkey foreign minister: U.S. making conflicting statements over Syrian Kurdish YPG 
948,Bulgaria government defeats no-confidence vote in parliament 
949,Kurdish militant attack kills three Turkish security force members: army 
950,Museveni in early lead in Uganda election: electoral commission 
951,Obama among those to pay respects to Scalia at U.S. Supreme Court  
952,"Sanders, Trump give union hope in fight for Carrier jobs  "
953,California high-speed rail's first leg to connect Central and Silicon valleys  
954,This is not a pipe: the surrealist Brexit summit 
955,Colombia stops visits by FARC leaders aimed at briefing fighters on peace talks 
956,Canada drops bid to return ex-Guantanamo inmate Khadr to jail 
957,Dissidents hope for public recognition from Obama on Cuba visit 
958,Hundreds protest in Cairo over police shooting 
959,Pope: 'Avoiding a pregnancy is not an absolute evil'  
960,Biden welcomes passage of Ukraine reforms in call with Poroshenko: White House 
961,Russian arms sale to Iran without approval would violate ban: U.S 
962,North Korea satellite tumbling in orbit again: U.S. sources 
963,Zimbabwe police fire water cannon to break-up war veteran protest 
964,Zika crisis pressures Vatican to soften contraception stance 
965,Venezuela releases dire economic data as measures seen insufficient:  
966,Ivory Coast soldiers get life sentences for killing ex-president 
967,"Palestinian teens stab, kill Israeli in West Bank supermarket "
968,Iran proposes nuclear power cooperation with Hungary 
969,Real or Barcelona? Venezuela president's economy speech seen as own goal 
970,Egypt struggles to get subsidized food to poor amid dollar crisis 
971,Russia warns Assad not to snub Syria ceasefire plan 
972,"Pope says Donald Trump is ""not a Christian"" because of his views on immigration."
973,Red Cross halts operations in Afghan province after staff taken 
974,Ugandan police arrest presidential candidate on election day: opposition 
975,Moscow expects explanation from Saudis over participation in Syria operation: TASS 
976,India orders universities to display large flags after protests 
977,Libya's North African neighbors brace for any Western strikes 
978,"Life bans recommended for former Chile, Colombia football bosses:  FIFA "
979,Haryanto becomes Indonesia's first F1 driver:  
980,Obama says he will visit Cuba March 21-22 
981,Iraq sentences 40 to death over Islamic State's mass killing of captured soldiers 
982,U.N. aims to make first air drops of food to besieged in Syria: Egeland 
983,"EU leaders to discuss Turkey, 'Plan B' at migration dinner "
984,"Cameron says hard work, good will key to reaching EU deal "
985,EU tells Austria daily cap on asylum applicants against law 
986,Poland's Walesa says will defend himself in court against new communist spy allegations 
987,"Pakistan, with 324 executions in 2015, ranks third worldwide: report "
988,Syrian Observatory says 38 killed in U.S.-led strikes in Hasaka over 48 hours 
989,Three killed in Afghan forces raid on clinic run by Swedish aid group 
990,SGS denies responsibility for missing nuclear material in Iraq 
991,"Afghan army to fly first unmanned aircraft in March, U.S. official says "
992,Nepal PM says will try to mend fences with India during visit 
993,"Accused Oregon refuge occupier cites devil, demands $666,666,666,666.66 damages from U.S.:  "
994,Turkish air strikes hit PKK camps in northern Iraq after Ankara bomb kills 28:  
995,Fighting at U.N. compound in South Sudan kills five: U.N. mission 
996,"Eurotunnel wants France, UK to pay migrant crisis bill:  "
997,IAEA says Iraq informed it of theft of radiography device in Iraq:  
998,MSF seeks independent probe into bombing of Syria hospital:  
999,"Los Angeles hospital paid hackers $17,000 ransom in bitcoins:  "
1000,Rouhani allies face tough challenge in votes to shape Iran:  
1001,Parties and politics in Iran's parliamentary election explained:  
1002,Bulgaria to use army to help guard border in migrant crisis 
1003,Six soldiers killed in southeast Turkey bomb attack: military 
1004,Syrian Kurdish PYD head denies responsibility for Ankara attack:  
1005,Kenya says it killed head of intelligence for Somalia's Islamist insurgency 
1006,South Korea cites North threat in calling for tough 'terror' law:  
1007,Closing borders to Balkans would cause major crisis in Greece: minister 
1008,Turkish President Erdogan says 14 people detained in connection with Ankara attack.
1009,Security concerns over radioactive material stolen in Iraq:  
1010,Syrian army says it captured strategic town in coastal area 
1011,What are David Cameron's main battles in Brussels? Find out -   
1012,Radioactive material stolen in Iraq raises security concerns:  
1013,Australia says China 'challenged' South China Sea missile report  
1014,Catalonia puzzle weighs on Spain's political pacts 
1015,Ghana highway bus crash kills at least 53 
1016,Turkish army bombs Kurdish militant PKK camps in northern Iraq: sources 
1017,Pakistani Taliban kill nine paramilitary personnel in attacks in northwest 
1018,Peru's Guzman says rallies will ensure his run for president 
1019,"Obama to make historic trip to Cuba in coming weeks, official says  "
1020,Islamic State finds 'diminishing returns' on Twitter: report 
1021,Australia accused of dragging feet on Syria refugee intake 
1022,"Obama to travel to Cuba in coming weeks, official confirms "
1023,Pentagon calls for parties to halt militarization of South China Sea  
1024,"Dissidents fearful as Thailand, once a haven, favors China  "
1025,Obama preparing to visit Cuba as soon as March: source 
1026,Ugandan president looks to extend 30-year rule in tense election 
1027,U.S. and EU warn China on need to respect South China Sea ruling 
1028,Cameron heads for 'now or never' talks to keep Britain in EU 
1029,Police raid Madrid office of China's biggest bank 
1030,"Venezuela raises fuel price, devalues bolivar amid crisis "
1031,Murders in Honduras drop 12 percent in 2015 as drug bosses extradited: group 
1032,Greek transport minister offers to resign after comments about PM 
1033,Former Italy PM Monti chides incumbent Renzi for criticizing EU 
1034,Elections are only days away in Niger- but it won’t be polling day for everyone:  
1035,Helicopter downed in Iraq; Islamic State claims responsibility 
1036,U.N. Yemen envoy says divisions over truce preventing peace talks 
1037, Evicted in Myanmar.  
1038,Six die as protesters burn Bolivian government office 
1039,Syria aid trucks enter four of five besieged areas 
1040,Pope Francis became visibly annoyed when grabbed by a crowd in Mexico.  
1041,Brazil's Rousseff bolstered by allied whip victory in house 
1042,Belgium find video of nuclear official in search for Paris attack clues 
1043,Obama plans to sign North Korea sanctions bill: White House 
1044,Scores of dismembered bodies found in Colombian jails 
1045,"Bombing in Ankara kills 18, injures 45:  "
1046,Four in 10 German economists see migrants as drag on economy: poll 
1047,Hundreds of millions of Islamic State funds destroyed in air strikes: U.S. 
1048,Radioactive material stolen in Iraq raises security fears about Islamic State.  
1049,Brazilians clash after questioning of ex-President suspended 
1050,American journalists 'safe and in good health' after Bahrain release:  
1051,"Vehicle explodes in Turkish capital Ankara, many hurt: police, media "
1052,U.S. journalists 'safe and in good health' after Bahrain release 
1053,Officials fear stolen radioactive material could be used as a weapon if acquired by ISIS:   
1054,Syrian terrorist list produces 163 names and no agreement 
1055,Uganda's Besigye says may dispute election result with street protests 
1056,Radioactive material stolen in Iraq raises security fears 
1057,U.S. says more progress needed in Bahrain 
1058,"EU refines Cameron deal, preparing summit 'English breakfast':  "
1059,Britain scrambles fighters to intercept Russian bombers 
1060,Russia's Putin says EU-Russia relations will be normalised 'sooner or later' 
1061,The Vatican counters Trump on Pope Francis' border visit:  
1062,Pope to pray for migrants at Mexico-U.S. border:  
1063,Europe's soccer body opens disciplinary proceedings over Putin tribute:  
1064,Colombia's police chief resigns amid male sex ring probe 
1065,Kurds call Baghdad's oil-for-salaries offer 'cheap political bartering' 
1066,German shorthaired pointer named CJ wins Westminster dog show:  
1067,Turkey's Erdogan: no intent to stop retaliatory shelling of Syrian Kurdish YPG.  
1068,Iran says will resist curbs on oil output as part of global pact:  
1069,"Austria to cap migrant arrivals at 3,200 a day "
1070,"Pope to pray for migrants at Mexico-U.S. border, Vatican counters Trump "
1071,"Sarkozy's woes boost Juppe's election chances, harm Hollande's "
1072,WHO issues $56 million plan to combat Zika virus:  
1073,EU-British deal needed at summit this week: Czech prime minister 
1074,Activity in Syria threatens to drive a wedge between NATO allies:  
1075,Indian tax office tells Vodafone to pay $2 billion in tax dispute:  
1076,United States wants NATO to step up fight against Islamic State 
1077,"Italy postpones gay civil unions voting, adoption rights at risk "
1078,"U.S., allies target Islamic State with 21 strikes: U.S. military "
1079,Kurds' advance in Syria divides U.S. and Turkey as Russia bombs 
1080,Turkey's Erdogan: No intent to stop retaliatory shelling against Syrian Kurds 
1081,Pope visibly annoyed when grabbed by crowd:  
1082,Cast of Rodin's 'The Kiss' sells for $2.5 million at Paris auction:  
1083,Egypt orders arrest of Facebook administrator after unfaithful wives comments:  
1084,"Hungary's Orban says Russia, Europe need better relations "
1085,"China sends missiles to contested South China Sea island - Taiwan, U.S. officials:  "
1086,Fall from grace: Philippines' Pacquiao faces vote boycott for anti-gay comments 
1087,Leading Arab journalist Mohamed Hassanein Heikal dies at 92 
1088,"Russia, U.S. military to meet on Syria ceasefire this week: Interfax "
1089,Suu Kyi meets Myanmar's military chief again as transition talks drag on 
1090,Cambodia to welcome Chinese warships as Japan navy heads home 
1091,Italy police raid mafia cocaine lab near Naples 
1092,"Turkey wants secure strip on Syrian side of border, including Azaz: deputy PM "
1093,Turkish PM says work on new constitution will go on after main opposition pulls out 
1094,Ruckus at Indian court hearing student sedition case 
1095,Russia will send first S-300 missile system to Iran on Thursday: RIA 
1096,The debate on the UK remaining in the EU continues. But what would Brexit look like?  
1097,Polio worker shot as Pakistan holds countrywide vaccination drive 
1098,"Blast kills at least 8 at southern Yemeni military camp: witnesses, residents "
1099,Ukraine junior ally quits coalition 
1100,Swiss to vote on law aimed at expelling convicted foreigners without appeal  
1101,Weather-weary Indian farmers resort to new cash crop: blood 
1102,Kenya to tackle radicalisation with new prison for 'extremists' 
1103,FBI finds trench of human feces at cultural site on Oregon refuge  
1104,"EU's Juncker sees progress in migrant crisis, praises Merkel "
1105,Russia to sign contract this year to sell Su-30SM fighter jets to Iran: RIA 
1106,"For Britain's undecided voters, economy could swing EU referendum "
1107,Russia calls Turkey strikes on Syria 'absolute lawlessness': RIA 
1108,China cautions Australia over defense cooperation with Japan 
1109,A new conflict brews at Peru's Las Bambas copper mine  
1110,Australian PM leaves door open to sending refugees to New Zealand 
1111,Maldives opposition leader jailed on terrorism charges 
1112,Australian abuse victims crowdfund trip to Rome for Vatican treasurer testimony 
1113,U.S. flies F-22 fighters over South Korea after North's rocket launch 
1114,Florida winners of record U.S. Powerball jackpot to come forward  
1115,Texas executes man for murder of liquor store clerk 
1116,First U.N. refugee aid reaches war-battered Yemeni city in months 
1117,Food aid reaches thousands uprooted by Boko Haram in Chad: U.N. 
1118,China says missing bookseller doesn't want his case hyped up 
1119,China sends missiles to contested South China Sea island: Fox News 
1120,Flux Party seeks to be the bitcoin of Australian politics 
1121,Obama says will try to block Islamic State from 'digging in' in Libya 
1122,"Saudi coalition, Houthi rebels restricting Yemen aid access: U.N. "
1123,U.S. planned major cyber attack on Iran if diplomacy failed: NYT 
1124,U.N. asks Congo to investigate new Central Africa abuse allegations 
1125,Large crowds to cross U.S.-Mexico border at El Paso for Pope visit 
1126,Senegal's president says will stick to seven-year mandate 
1127, Aerial acrobatics at the SingaporeAirshow.  
1128,France's Sarkozy placed under investigation in campaign funding probe - prosecutor 
1129,Colombia's police chief probed for alleged male prostitution ring 
1130,Former French President Sarkozy being investigated in campaign funding probe: Paris prosecutor
1131,Saudi Arabia took part in weekend air strikes against Islamic State Pentagon 
1132,Pope Francis visits Mexico's gang-infested heartland:  
1133,"U.N. staffer killed in Iraq, first since 2010 "
1134,Saudi Arabia stops Yemen-bound ship carrying communications equipment 
1135,Putin critic Mikhail Kasyanov: I won't flee Russia despite death threats 
1136,Peru still unclear on future of presidential runner-up Guzman 
1137,Merkel ready to lift Russia sanctions if conditions met: party officials 
1138,"The WHO-backed weapons in the fight against Zika - genes, bugs and radiation:  "
1139,Turkey seeks allies' support for ground operation as Syria war nears border:  
1140,"Egypt court clears policeman over 2011 torture, killing case "
1141,Iraqi Kurdish deputy PM says deal with Baghdad 'easy' if salaries paid 
1142,"Germany shuts down Islamic center in Bremen, raids apartments "
1143,"Syria government has duty to allow convoys, 'tomorrow we test this' - de Mistura "
1144,South China Sea takes center stage at U.S.-ASEAN summit:  
1145,Dozens of Afghan soldiers and police killed in Helmand 
1146,Former U.N. chief Boutros Boutros-Ghali has died: Venezuela U.N. envoy 
1147,Israeli police briefly detain Washington Post bureau chief in Jerusalem 
1148,Former U.N. secretary general  Boutros Boutros-Ghali dead: Venezuelan U.N. ambassador 
1149,Americans kidnapped in Iraq last month released: Iraqi media 
1150,U.S. will sign Paris Agreement and stick to it - Stern 
1151,Pope to visit Mexican state ravaged by brutal drug violence 
1152,Three Americans kidnapped in Baghdad last month have been released: Iraqi media
1153,Ukraine's biggest party to ask for no confidence vote on Tuesday 
1154,"Genes, bugs and radiation: WHO backs new weapons in Zika fight "
1155,Ukrainian president suggests PM should resign: statement 
1156,Bulgarian drivers stage counter-blockade at Greek border 
1157,"Merkel warns against border closures, to fight for EU-Turkey plan "
1158,Indonesia plans tougher anti-terrorism laws after Jakarta attack 
1159,Iran's Zarif tells European lawmakers Islamist militancy also their problem 
1160,Ugandan opposition leader says vote will not be free or fair 
1161,"U.S.-led coalition stages 30 strikes in Syria, Iraq against Islamic State "
1162,Bahrain to free U.S. citizens accused of illegal gathering: lawyer 
1163,EU Parliament's approval of UK deal not guaranteed - head:  
1164,"Saudis, Russia agree oil output freeze, talks with Iran to follow:  "
1165,Ukraine military reports highest daily death toll since November 
1166,Belgium detains 10 in ISIS recruitment investigation:  
1167,Iraqi army helicopter crash kills nine: spokesman 
1168,"U.N. envoy discusses ceasefire, aid with Syrian foreign minister: spokesman "
1169,China warns U.S. of 'serious consequences' over Washington plaza name:  
1170,Indian opposition raises concerns with Modi over student protests 
1171,Mystery jet. Body of suspected stowaway found on U.S. MD11 cargo plane in Zimbabwe:  
1172,Turkey about to conclude a deal with Israel on 'all issues': Turkish official 
1173,David Cameron's final push for EU deal:  
1174,Oil powers meet in Doha for private pow-wow as $30 crude woes mount:  
1175,"U.N. rights boss urges China to release lawyers, treat HK booksellers fairly "
