,0
1094,"Knock, Knock. Who's there? Chester. Chester who? Chester Drawers."
1095,"Knock, Knock. Who's there? Euripides. Euripides who? Euripides trouser, you menda these trousers."
1096,"Knock, Knock. Who's there? Thistle. Thistle who? Thistle be the last time I knock."
1097,"Knock, Knock. Who's there? Tuna. Tuna who? Tuna violin."
1098,"Knock, Knock. Who's there? Adder. Adder who? Adder big breakfast this morning."
1099,"Knock, Knock. Who's there? Francis. Francis who? Francis next to Germany."
1100,"Knock, Knock. Who's there? Dishes. Dishes Who? Dishes just another bad knock knock joke."
1101,"Knock, Knock. Who's there? Disguise. Disguise who? Disguise d' limit !"
1102,"Knock, Knock. Who's there? Radio. Radio who? Radio not, here I come!"
1103,"Knock, Knock. Who's there? Yah. Yah who?I didn't know you were a cowboy."
1104,"Knock, knock. Who's there? Woo. Woo who? Don't get so excited, it's just a joke."
1105,"Knock, Knock. Who's there? Panther. Panther who? Panther what you wear under your troutherth."
1106,"Knock, Knock. Who's there? Control freak. Now you say control freak who!"
1107,"Knock, knock. Who's there? Dismay. Dismay who? Dismay be a bad joke but I think it's funny."
1108,"Knock, knock. Who's there? Cargo. Cargo who? No Car go vroom vroom."
1109,"Knock, knock. Who's there? Nobel. Nobel who? No bell so I had to knock."
1110,"Knock, knock. Who's there? Wooden Shoe. Wooden Shoe who? Wooden Shoe like to hear another joke?"
1111,"Knock, knock. Who's there? Alex. Alex who? Alex the questions around here!"
1112,"Knock, knock. Who's there? Hawaii. Hawaii who? I'm fine thank you Hawaii you?"
1113,"Knock, knock. Who's there? Dumbell. Dumbell who? Dumb bell doesn't work so I had to knock."
1114,"Knock, knock. Who's there? Adore. Adore who? A door is between us. Open up!"
1115,"Knock, Knock. Who's there? Europe. Europe who? Don't call me a poo!"
1116,"Knock, Knock. Who's there? Doughnut. Doughnut who? Doughnut ask, it's a secret."
1117,"Knock, knock. Who's there? Hatch. Hatch who? Bless you!"
1118,"Knock, knock. Who's There? Impatient Cow. Impatient Cow wh...Mooooo!"
1119,"Knock, Knock. Who's There? Boo. Boo Who? No need to cry it's just a joke"
1120,"Knock, Knock. Who's there? Dishes. Dishes who? Dishes the Police come out with your hands up."
1121,"Knock, Knock. Who's there? A Pile-Up. A Pile-Up Who? Ewwwwww"
1122,"Knock, knock. Who's there? Old lady. Old lady who? Wow I didn't know you could yodel."
1123,"Knock, knock. Who's there? Dwayne. Dwayne who? Dwayne the bathtub, I'm dwowning."
1124,"Knock, knock. Who's there? Ivor. Ivor who? Ivor sore hand from knocking!"
1125,I'm going on a blind date tonight. I hope our dogs get on.
1126,"Went to a chemist yesterday &amp; said to the pharmacist ""Excuse me I'm after some condoms"" ""Just a minute"" he replied. I said""Yes thats them"""
1127,Have you heard about the new super sensitive condoms? They hang around after the man leaves and talk to the woman.
1128,"What gets longer when pulled, fits between breasts, Inserts neatly in a hole and works best when jerked? A seatbelt."
1129,"I got an email today from a '32 year old bored housewife, looking for some action'. I've sent her my ironing, that'll keep her busy!"
1130,"I've been getting anonymous texts from someone telling me to shower, comb my hair &amp; brush my teeth. I think they might be trying to groom me"
1131,FOR SALE: Packet of Polo's. Unopened mint condition.
1132,Yesterday I found out that my toaster isn't waterproof. I was shocked.
1133,"People ask if I still enjoy sex at 45?! I live at number 57, so it's not far to go"
1134,Going to see Peter Pan again tonight. Never gets old.
1135,Tea is for mugs.
1136,"A bloke was shagging his overweight missus, when his phone rings.""You'll have to ring me back mate, I'm in the tub"" he said."
1137,Ketamine - just say neigh.
1138,What's the best thing for a hangover? Drink loads the night before.
1139,"I drove past my gran's house this morning and saw 11 pints of milk on her doorstep. I thought, 'she must be thirsty today'"
1140,How much does a grand piano cost? £1000
1141,"My dad used to say: ""Always fight fire with fire"". Which is probably why he got thrown out of the fire brigade."
1142,"I'm not saying the wife's fat, but she puts her belt on with a boomerang."
1143,My Mrs has been told she'll have to lose weight if she wants to become pregnant.I told her.
1144,"What's big, grey and doesn't matter? An irr-elephant."
1145,My wife said that I'll find any excuse to drink. Speaking of beer...
1146,"Female wanted, must have own pub. Apply with inn."
1147,"If it's got tits or wheels, sooner or later you're gonna have problems with it."
1148,"I said to my wife:""If you lick my balls I'll come"". She said; ""Fuck off, you're coming shopping with me whether you like it or not!"""
1149,What's green and smells of pork? Kermit the frogs fingers!
1150,The Mrs is just like Heather Mills. She only wears half the shoes she buys!
1151,I recently lost my job as a teacher. I got caught shagging the ugliest teacher in the whole school. Gross Miss Conduct
1152,"My doctor reckons I'm paranoid. He didn't say it, but I know he's thinking it."
1153,Over 90% of people over 60 believe that we show less respect to others than we did in the past. Silly old fuckers!
1154,My uncle was jailed for his beliefs. He believed you could wank on the bus.
1155,Why do men die before their wives? They want to.
1156,"My wife is temperamental. 50% temper, 50% mental."
1157,"Wife to husband: ""let's go out and have some fun tonight"". Husband: ""OK, but if you get home before I do, leave the hall light on"""
1158,"My grandfather gave me some sound advice on his deathbed. He said ""It's worth spending money on a good set of speakers"""
1159,What's worse than a cardboard box? Paper tits.
1160,"Local news: 'Amputee robber evaded police for 15 days'. That's amazing, considering he wasn't armed."
1161,What do you call an aardvark that's just been beaten up? Vark.
1162,"I was recently on safari in the Serengeti and witnessed two male male lions shagging. I thought ""blimey, have they got no pride?"""
1163,I always call out my wife's name during sex. Just to make sure she's not around.
1164,"Did you hear about the man who fell asleep at the wheel? There was a terrible mess, clay everywhere..."
1165,"Did you hear about the terrible accident at Spaghetti Junction? Twelve people were injured, and three pastaway."
1166,What's the last thing that goes through a fly's mind when it his a windscreen? It's arse!
1167,"The Mrs got in the shower with me this morning. She said ""Mmm baby I want you to do bad things to me"". So I put shampoo in her eyes."
1168,"I told my cat I was going to teach him to speak English. He looked at me and said ""Me how?"""
1169,If towels could tell jokes they would probably have a dry sense of humor.
1170,"I'm very good at remembering random facts. For example, there are 3,500 different types of lice. And that's just off the top of my head."
1171,"Never have a tactical wank before sex! Trust me, I learned that the soft way."
1172,"My mates laughed at me because my girlfriend is imaginary... Jokes on them, they are too!"
1173,"My Mrs has recently started eating sofas, it's weird... But then again she's always had a suite tooth."
1174,My wife is so ugly she spent 5 hours in the beauty salon... Just getting a price.
1175,How do frogs die? They Kermit suicide.
1176,I used to be a tap dancer but I kept falling in the sink.
1177,I just watched a program about beavers. It was the best dam program I've ever seen!
1178,There are only 3 things that tell the truth: 1 - Young Children 2 - Drunks 3 - Leggings
1179,"Last night in bed, my wife said we should try some role reversal. So I said I had a headache."
1180,I thought that pulling the shell off my racing snail would help it move faster. If anything it became more sluggish.
1181,Why do squirrels swim on their backs? To keep their nuts dry!
1182,My girlfriend laughed at me when I said I had a car made from spaghetti. You should've seen her face when I drove pasta.
1183,I think my spell Czech is broken.
1184,Just bought a suit made from cactus.I look pretty sharp in it.
1185,My wife is very big in fashion. She's a size 22.
1186,"I saw a woman wearing a t-shirt with ""Guess"" on it. I said ""Implants?"""
1187,2 Thai birds asked me to join them for a threesome. It was just like winning the Lottery. We had 6 matching balls.
1188,Guess who I bumped into in the opticians today? Everybody.
1189,I felt like I was on the voice today! I farted on the bus and 4 people turned around.
1190,"An Arab offered me 40 camels for my wife. Unfortunately, I don't smoke."
1191,Marriage is a relationship where one person is always right and the other is the husband.
1192,Some people think there are insects on the Moon. Lunar tics.
1193,Never get stuck behind the Devil in a Post Office queue! The Devil can take many forms.
1194,Always follow your dreams. Except for that one where you're naked at work.
1195,Did you hear about the guy who bought a sponge door? Can't knock it.
1196,"A kitchen knife and a spoon had a race. Who won? Neither, it ended in a drawer."
1197,Never moon a werewolf.
1198,"If it wasn't for blinds, it would be curtains for us all."
1199,Thought I could hear onions in the fridge singing beegees songs... Turned out it was the chives talking
1200,"My boss has just warned me that he has received complaints I'm a pervert. To be honest, I don't understand why, as I'm always hard at work"
1201,My clever friend said that onions are the only food that can make you cry. So I threw a coconut in his face.
1202,A funeral was held today for the inventor of air conditioning. Thousands of fans attended.
1203,Got thrown out a strip club last night for using monopoly money. I don't see why I should pay real money to see fake boobs.
1204,Just spent the last hour tightening every bottle top and jar in my house. That will teach my wife for saying she doesn't need me anymore.
1205,My wife broke up with me recently because I'm a compulsive gambler. All I can think about is how to win her back.
1206,"I went up to the manager in Argos today and I said, ""I want to buy a watch.""""Analogue?"" he said. I said, ""No mate, just a watch."""
1207,"Yesterday a clown held a door open for me, I thought it was a nice Jester."
1208,Mexican friends? I have Juan or two.
1209,What do you call a monkey in a minefield? BABOOOOOOM!
1210,Do not trust atoms. They make up everything.
1211,Isn't it great to live in the 21st century? Where deleting history has become more important than making it.
1212,"I hate being bipolar, it's amazing."
1213,What do women and Google have in common?  They both can't ever let you finish a sentence without making a suggestion.
1214,"I just opened a kitchen cupboard and loads of Omega 3 capsules fell on my head. I'm alright though, just some superfishoil injuries."
1215,"My girlfriend from Thailand said having a small dick is no problem. I really like her, but I think I'd still prefer it if she didn't have one."
1216,"Whenever it rains, my wife just stands at the window looking kind of sad. Maybe I should let her in."
1217,A boat carrying red paint has crashed into a boat carrying blue paint. The crew have been marooned.
1218,"Its not my fault I have a double-chin. When God was giving out chins, I thought he said Gin. So I said I'll have a double."
1219,My wife told me to prepare our ginger son for his first day at school. So I beat him up and took his dinner money off him.
1220,Took the wife's Valentines present back today. She said she wanted something black and lacy. Turns out she didn't mean football boots.
1221,My sister asked me if I wanted to wind her new born baby? I thought that's a bit harsh so I just gave him a dead leg instead.
1222,I cant think of any boat jokes. Canoe?
1223,What should you do if your girlfriend starts smoking? Slow down and consider lube.
1224,Have you heard about the evil group of men who control all the world's cheese? The Hallouminati!
1225,"Went to a butchers to play poker last week. Left after an hour, the steaks were too high."
1226,"Man jumps in a taxi says ""King Arthur's Close"". Taxi driver says ""Don't worry I'll lose him at the lights""."
1227,"I called my dad from the shop saying I'd forgotten what orange juice he asked for. ""Concentrate"" he said, but I still couldn't remember!"
1228,"I just bought some of that coconut shampoo. I don't know why, I've not got a coconut."
1229,Want to hear a construction joke? I'm working on it.
1230,Did you hear about the Italian chef with a terminal illness? He pastaway. Cannoli do so much. Now hes just a pizza history.
1231,"As its Valentines Day, the missus has said she'll go on top tonight for a change. I love our bunk beds!"
1232,There's been an explosion at a pie factory in Huddersfield. 3.14159265 dead.
1233,I'm in trouble with my wife after she asked where I was taking her today? It seems that over the coffee table was not what she wanted to hear.
1234,"Is it better to have loved a midget, than never to have loved a tall?"
1235,Today I looked at my wife and thought: This is the only investment which has doubled in my lifetime.
1236,Learning to love yourself is important. Just don't let your partner catch you doing it!
1237,"If love is blind, why is lingerie so popular?"
1238,Got the missus a new bag and a new belt for Valentines Day. She'll be made up! The hoovers as good as new now.
1239,What did one light bulb say to the other on Valentine's Day? I love you watts.
1240,What gifts do squirrels exchange on Valentine's Day? Forget-me-nuts.
1241,Just been on to travel agents looking for a weekend away somewhere in the Northeast. They said you can't beat Sunderland this time of year.
1242,My wife said our marriage is becoming stale because I'm not spontaneous. So I waited until she fell asleep and shaved her eyebrows off.
1243,"Our last fight was my fault. My wife asked, ""What's on the TV?"". I said ""Dust!""."
1244,"Breaking News Adam Johnson is set to sign for Man United, after hearing they have players Young, Blind and Keane."
1245,"Ugly birds are just like shopping at Pound Stretcher. You wanna be in and out quickly, before your mates see you!"
1246,Even though I've been married for five years I still can't help thinking about the one that got away. My wife's ex. What a lucky bastard.
1247,I have SEXDAILY! I mean DYSLEXIA. Fcuk!
1248,I heard the funniest time travel joke tomorrow.
1249,I almost forgot to update my status that I'd been to the gym. What a waste of a workout that would have been!
1250,"I've just won 8 straight games of Paper, Scissors, Rock, against that very predictable Edward Scissorhands."
1251,The amount of people who confuse 'to' and 'too' is amazing two me.
1252,What's the difference between a dog and a fox? About 9 pints
1253,"""You haven't listened to a word I've said, have you?"" Always seems like a strange way for my wife to start a conversation with me."
1254,Just found out I have a Chinese half brother after all these years. Can't wait to meet Mi Sib Ling.
1255,I was watching porn last night when my mum walked in. Not the best way to find out what she does for a living.
1256,I love cooking children and dogs. but I hate using commas.
1257,"I finally told my girlfriend that ""I Love Her"". She text backing saying ""I luv u2"". I was gutted, I thought what does Bono have that I don't"
1258,What's long and hard and makes women groan? An Ironing Board.
1259,If women are so perfect at multi-tasking. How come they can't have a headache and sex at the same time?
1260,"We call our grandad ""Spiderman"". He hasn't got any super powers - he just finds it difficult to get out of the bath."
1261,I can give you one vegetable joke about onions. But that's shallot.
1262,Went for a job as a potato packer. Ended up getting the sack.
1263,Why did the joke about the roof get no laughs? It went over their heads.
1264,"My brother says I need to stop quoting Run-D.M.C., but it's like that, and that's the way it is."
1265,I know a man who taught his dog to play the trumpet on the London Underground. He went from Barking to Tooting in an hour.
1266,I was playing rugby the other day and thought I'd scored a goal. But everyone just said nice try.
1267,"We've been trying to think of some vegetable jokes. If you can think of any, lettuce know."
1268,My mate keeps boasting that he owns a 3 foot pack of cards. Big deal.
1269,Have you ever tried to eat a clock? It's time consuming.
1270,Harry heard that most accidents happen within two miles of home. So he moved...
1271,"Men at 26 plays football, Men at 40 plays tennis, Men at 60 plays golf, have you noticed every time you get older, your balls gets smaller?"
1272,"I've been single for so long now, when somebody says to me, 'Who are you with?', I automatically say: 'Vodafone'."
1273,Andy Murray has the perfect opportunity to finally get rid of his miserable boring persona! All he has to do is name his new daughter Ruby.
1274,I started a band called 999 Megabytes We haven't got a gig yet.
1275,"When you get a bladder infection, urine trouble."
1276,"There was a prison break &amp; I saw a midget climb the fence. As he jumped down he sneered at me. I thought, well thats a little condescending."
1277,"I can't believe it's pancake Tuesday again. Honestly, it just crêped up on me."
1278,My wife asked me to bring home some stuff for the pancakes. She wasn't happy when I came back with a push up bra.
1279,Lazy People Fact #5626728943: You were too lazy to read that number.
1280,"As I watched the dog chase his tail, I thought ""Dogs are easily amused."". Then I realized I was watching the dog chase his tail."
1281,What do you do if your wife keeps moaning at you? Put the phone down and order another drink from the bar.
1282,"My mother-in-law got ambushed by 6 men who starting punching her. My wife shouted 'Are you gonna help?', I said '6 should be enough!'"
1283,I remember the days when 'Blue Ray' was an elderly gentleman who drowned in our local swimming pool.
1284,Found out recently that my wife had an affair with a midget. I can't believe she would stoop so low.
1285,What's the difference between an oral and a rectal thermometer? The taste.
1286,"My recent Google searches: How to detangle my daughter's hair. How to detangle a really, really bad tangle. How to cut out a tangle. Hats."
1287,Why is abbreviation such a long word?
1288,I had an argument with my friend about his small boat. We fell out.
1289,"The new milk tray man from Liverpool, has been sacked after one day on the job. He delivered the chocolates, but left with a PS4, ipad &amp; TV."
1290,Did you hear about the midget who speaks to dead people that broke out of prison? The police are describing him as a small medium at large.
1291,Went to the annual disco for the UK Dyslexic Association last night. Was great until the DJ played YMCA and then it was fucking mayhem.
1292,Butterflies just aren't what they used to be.
1293,"My Wife has grown a little penis after she started taking steroids.""Really, anabolic?"" ""No, just a little penis""."
1294,"I wrote 'DIVORCE', my wife wrote 'YES'. Tough way to find out, but at least I won our last game of Scrabble."
1295,I think I've cured my wife's fear of being buried alive. The screams stopped about an hour ago.
1296,"People think I'm stupid, because I have a lisp. I'm thick of it."
1297,The good thing about marriage is that you can have sex at anytime you want. As long as you are the one with the vagina.
1298,"What do you call an Alien who eats too much cheese, egg yolks and animal fat? An extra-cholesterol."
1299,About to watch a film with my girlfriend. Can anyone recommend a girlfriend?
1300,"I absolutely hate my mother-in-law. She's actually quite a nice person, but she brought my wife into the world."
1301,"Leicester are offering Man city fans a great offer on walkers crisps. It's buy one, get 1-3."
1302,I was shopping with the wife for a present for her mother. She said she wanted something electric. I suggested a chair.
1303,"Maybe we should tone it down a notch. The neighbours changed the name of their wifi network to;""We can hear you having sex""."
1304,"My girlfriend left me because she says I only ever think about football. I'm gutted, we'd been together for nearly three seasons."
1305,"You put 2 fingers in. Maybe 3, if it's big enough. Oh yeah, now that's how you wash a mug."
1306,My wife says I'm spoken for.
1307,Two reasons why I don't drink toilet water. Number 1: Number 2
1308,"My girlfriend disliked my obsession with Japanese food, Sushi left me."
1309,A British prisoner has squeezed 4 smuggled mobile phones out of his arse. All chargers have been dropped.
1310,I met my wife at speed dating. She was livid.
1311,How much did it cost the pirate to get his ears pierced? A buck an ear.
1312,Just had a look when Sinead O'Connor was last trending on Twitter. It's been 7 hours and 15 days.
1313,"It's really difficult to find what you want on eBay. I was searching for cigarette lighters but found over 15,000 matches"
1314,"Mrs &amp; 3 of her pals squeezed into my car after weight watchers. I muttered ""fat cows"". The Mrs snapped ""What was that!?"". I said ""You Herd"".."
1315,I took the mother in law out the other night. I love being a sniper.
1316,"Paddy on a 1st Aid Course Instructor asks: ""What do you do if your child swallowed the front door key?"". Paddy: ""Climb through the window!""."
1317,Did you hear about the fella who had five cocks? His undies fit like a glove.
1318,"Mary has 24 cupcakes she eats 9 at lunchtime, then she eats another 6 at dinner time. What does Mary have now? Diabetes"
1319,"I pulled a proper fit bird Saturday night! Part Mexican &amp; right up for it. She told me she was dyslexic. I said get your taco, you've pulled!"
1320,"No means no, unless she's dyslexic. Then it's on!"
1321,The wife said she wanted to go and see Jeremy Kyle Live for her birthday. So I got her sister pregnant! We're on next Wednesday!
1322,"Just had a nice chat with my neighbours teenage daughter. Turns out she's right into UFOs. Which is handy, as she's getting abducted tomorrow."
1323,The wife complains that I don't take any interest in our children. That's the last time I offer to pick up the fat one from school!
1324,"20 seconds left on the microwave! Women:  Set the table, pour the wine, tweet, check Facebook. Men: Start a NASA rocket launch countdown."
1325,"I've just phoned and reserved a table to take the Mrs out on valentines night! She will be raging, she hates snooker!"
1326,When I was young I used to think Earwigs actually lived in your ears! You can imagine how terrified I was of cockroaches!
1327,I've just found out that the guy that stole my journal has died. My thoughts are with his family.
1328,"My sex doll &amp; I have been together for exactly a year today. To celebrate our anniversary, I decided to get her a book: Sex tips for Dummies"
1329,I can get you 5000 tampax for a fiver. No strings attached.
1330,Spent all of my wages on skin cream. Bit of a rash decision!
1331,Stevie Wonder was given a cheese grater for his birthday. He said that was the most violent book he'd ever read!
1332,Went to a swinger's party last night in my army uniform. Had to leave my khakis in the bowl.
1333,My parents used to beat me with a phone. I was always on the receiving end.
1334,Beware of alphabet grenades! They could spell disaster!
1335,Romeo&amp;Juliet.doc is a play on Word.
1336,Exercise bikes get you nowhere.
1337,You know you're ugly when a boiling kettle won't even give you a whistle.
1338,"My wife said she's leaving me because she can't handle my OCD. ""Close the door ten times on your way out,"" I said."
1339,"I hate all this terrorist bollocks! Gone are the days when you could look at an unattended bag on the tube &amp; think, I'll fucking have that!"
1340,My wife bought a sheepskin burka for the cold weather.She looks like mutton dressed Islam.
1341,To the thief in the wheelchair who nicked my camouflage jacket. You can hide but you can't run.
1342,Dim light bulbs or bright light bulbs? Watts the difference.
1343,My wife dresses to kill! Unfortunately she cooks the same.
1344,I've just hired a hot 19 year-old Swedish girl with massive tits to babysit my kids. Now where the fuck do I get some kids from?.
1345,My driving instructor told me to wear a seatbelt or the force could throw me out of the car. I can't believe he thinks Star Wars is real.
1346,I'd love to live in an old disused lighthouse. I don't want anything flashy.
1347,I was terrible at spelling when I was at school. Brilliant at jografy though.
1348,I had a dream I was a muffler last night. Woke up exhausted.
1349,"Might wake up early and go for a jog. Might also win the lottery, odds are about the same."
1350,"My wife's a terrible cook, she can never get her sauces right! But I've stuck with her, through thick and thin."
1351,"I'm not saying I'm an ugly cunt, but I fucked a blind girl once who asked for the light off."
1352,Life is like a box of chocolates. It doesn't last long if you're fat.
1353,Boredom is an anagram of bedroom. My wife gets this.
1354,My blonde 19 year old next door neighbor has just asked me if I know about missing items from her washing line? I nearly shit her knickers
1355,"Scientists say that sniffing Rosemary can increase memory by 75 percent, but every time I try she slaps me and says I'm a creep."
1356,"My dentist is a miserable fellow, always looking down in the mouth."
1357,What's the difference between a penis and a bonus? Your missus will blow your bonus!
1358,My wife says that my lying is ruining our marriage. But I reckon it's my big dick.
1359,"Sunbathing on the beach, the wife came up to me asked what I thought of her flip flops? ""Bloody horrible"", I said ""Put your bikini top back on""."
1360,"If moths like light so much, why don't they just come out during the day?"
1361,"Did you hear about the new restaurant on the Moon? The food's ok, but it has no atmosphere."
1362,My dentist reminded me of my wife's sensitive gag reflex. We laughed &amp; laughed. Then I remembered that my wife &amp; I have different dentists.
1363,BREAKING: Police are trying to rescue a cow lost in a cannabis field. The steaks have never been higher.
1364,How does Stephen Hawking recover from a hangover? He presses F5.
1365,Someone dropped their Scrabble in the middle of the road. That's the word on the street anyway.
1366,You know you're a good mum when you sacrifice your vibrator batteries for your kids toys.
1367,I ate a ploughman's lunch the other day. He wasn't very happy.
1368,If you have sex on a boat. Is that considered off-shore drilling?
1369,"A customer was buying condoms at work today. I asked if he'd like a bag? He said, ""No, she's not that ugly."""
1370,"Last night i tried wife swapping for the first time, it's brilliant! I managed to get a new lawnmower for mine."
1371,Why is your mum like Princess Jasmine? She's always got Aladdin!
1372,I told her I had lightning quick reflexes. Sounds better than premature ejaculator.
1373,"""None of those women have what I'm really looking for"".""Oh yeah? What's that?"".""Low Standards""."
1374,What do you call two old women who lick each others naughty bits? LesbiNans
1375,"'How would you like your eggs?' the waiter asked. ""Sunny-side up, please"" I requested. ""Madam?"" he asked my wife. ""In a big cake,"" she wheezed."
1376,"I walked down a street where the houses were numbered 64K, 128K, 256K, 512K and 1MB. That was a trip down memory lane."
1377,My wife says she's leaving me because of my addiction to antidepressants. Won't be needing them anymore then.
1378,"Tomorrow, I'm going to open up the time capsule I made when I was a kid. I can't wait to see how big my puppy is."
1379,Police are looking for a man on suspicion of beastiality. He was last seen yesterday at 10:00am getting into a Jaguar..
1380,I've just bought some Tesco viagra. I only got a semi but every little helps!
1381,Went shoplifting in a Disney Store. Got the biggest Buzz ever.
1382,My wife used to be a size eight. Now she's a figure eight.
1383,I've been searching for my stolen bed for three days! I won't rest until I find it.
1384,My wife was so sick this morning that I had to carry her to the kitchen to make my breakfast.
1385,"First thing this morning, there was a tap on my door. Funny sense of humour my plumber has..."
1386,My wife walked out on me after I blew our life savings on a penis extension. She said she just couldn't take it any longer.
1387,"I love my wife, she always gives me 100% sound advice. 99% sound, 1% advice."
1388,Whoever decided to call it anal bleaching instead of changing your ringtone really missed out on an opportunity.
1389,"I'm not saying my wife's fat, but I struggle to lift her photograph."
1390,"Yesterday, a feminist asked me how I view lesbian relationships. Apparently 'In HD' wasn't the correct answer."
1391,"My mum said ""You treat this place like a hotel!"". She will regret that when I give her a low score on TripAdvisor for 'rude staff'."
1392,"""Tits or Arse man?"" I was asked. I really should have got in there earlier when they were giving out super hero names."
1393,"My wife is finally losing weight thanks to a new slimming club.  If she goes near the fridge, I hit her with it."
1394,"I did a few drugs last night with my shoelaces undone. Big mistake, I was tripping all night."
1395,Have YOU had to walk 500 miles? Were you advised to walk 500 more? You could be entitled to compensation. Call the Pro Claimers NOW.
1396,Nothing embarrasses a psychic more than throwing them a surprise party.
1397,Just in Tesco and I put my veggies in with my Nintendo. Now my Wii smells of asparagus.
1398,My wife has had her panties stolen off the line! Fuming! U can keep the knickers but can we have the 40 pegs back please!
1399,"Why don't supermarkets be more honest and rename their ""Parent &amp; Child"" spaces as ""Lazy Bastard with Massive 4x4"" spaces?"
1400,When I get home late from the pub.I'm going to give my wife a right good listening to.
1401,I was wondering if anyone could tell me which channel I could find the Women's FA Cup Final on? I've already checked cooking &amp; comedy...
1402,Spent all my savings on a sexchange. Now I haven't got a sausage.
1403,"""Can I have a pack of condoms?"" I asked the pharmacist. ""A small box?"" he asked. ""I hope so!"" I replied."
1404,"Got out of the shower &amp; my wife said ""Look, its like a penis, only smaller"". I said ""Look, its like my secretary, only fatter &amp; less flexible""."
1405,I had a wank over my ex girlfriend last night. Yeah I know it's wrong but I still have a key and she's a deep sleeper!
1406,"Two guys at the gym, one is putting on frilly knickers. ""Since when do you wear womens pants?"" ""Since my wife found them in the glovebox!"""
1407,I just sent the wife a picture of my floppy willy. I wanted to let her know I was thinking about her.
1408,Why did my wife cross the road? To get back to the first shoe shop we went in three fucking hours ago.
1409,"My Boss stormed up to me in the office today and said ""You missed work yesterday, didn't you?"" ""Not particularly,"" I replied."
1410,"""Where do you want this big roll of bubble wrap?"" I asked my boss. ""Just pop it in the corner,"" he said. It took me three hours."
1411,"To some, marriage is just a word; to others, it's a sentence."
1412,Wind turbines: I'm a big fan.
1413,"My wife asked me to pass the lip balm, but I gave her the superglue instead. She's not talking to me now."
1414,"The missus accused me of being far too competitive! I said 'I'm not!, and i'll be the first to admit that'."
1415,Somebody had the audacity to call me 'pretentious' earlier! I nearly choked on my skinny latte with caramel and hazelnut sprinkles.
1416,I told my new yoga teacher I was an expert. She asked me to show the class a very advanced pose. This put me in a difficult position.
1417,"If you're literally asking me to choose between our relationship &amp; my obsession with pointing out doors to people, well..There's the door."
1418,Sat down with my missus today and discussed if we wanted children? Should have seen the kid's faces.
1419,What do you call a fake noodle? An impasta
1420,People laugh at my car because it's ugly and green. But at least I avacado
1421,I used to be addicted to soap... But I'm clean now.
1422,"Paddy says ""Why do scuba divers fall into the water backwards Mick?"". Mick says ""If they fell forwards they'd still be in the fuckin boat""."
1423,I wanked over my blind girlfriends tits yesterday. She never saw me coming.
1424,"The wife thinks it's cruel we've started testing our new products on rabbits. She's got a point, I suppose. I work in a hammer factory"
1425,"I really hate being a depressed atheist. Nothing to live for, nothing to die for."
1426,Did you hear that the Dalai Lama has a gambling addiction? He just loves Tibet.
1427,The wife and I went to a bank robbers-themed fancy dress party last night. Well I did. She stayed in the car and kept the engine running.
1428,How does an eskimo build his house? Igloos it.
1429,My son just got a pull-up bar and is feeling a little weak. I told him to keep his chin up.
1430,"I was walking through an arts and crafts shop, when I saw a sign saying ""Glue Sticks."". I thought, ""No shit."""
1431,"Went to the Ice Cream Van &amp; asked for a 99. The Ice Cream Man asked if I wanted hundreds and thousands? I said 'no thanks mate, just the one'"
1432,"My mother in law fell down a wishing well. I was amazed, I never knew they worked."
1433,"I'm not saying my wife is ugly, but the milkman flirts with me."
1434,"Three sperm whales have been found on the beach at Skegness. Or as they're also known, local lasses."
1435,"Paddy in Wetherspoons: ""How much is your lager?"" Barman: ""£2 a pint and £7 a pitcher"" Paddy: I'll just have a pint, fuck the photo."""
1436,I always found the fishmonger at our local market to be pretty unfriendly. In fact I'd describe him as a little standoffish.
1437,The inventor of the world's first organic coffins made entirely out of vegetables has died. May he rest in peas.
1438,The inventor of autocorrect went from zero to hero in a matter of seconds.
1439,"My mate went to a charity night for women born without legs, he said the place was crawling with fanny!"
1440,What's the best way to talk to your mother-in-law? Through a medium.
1441,"What did the leper say to the hooker after sex? ""You can keep the tip"""
1442,My new girlfriend really takes my breath away. She's inflatable.
1443,I'm seeing this girl with eczema. She's got a cracking body.
1444,I worried that my addiction to helter-skelters is spiralling out of control.
1445,I'm about to have a cup of dangerous coffee. Safe tea first though.
1446,I've just bought a load of cheap Harry Potter DVDs. They were only a Quidditch.
1447,My friend's allergic to rice. He's basmatic.
1448,"My wife says she enjoys sex more whilst on holiday. Well, I can tell you, that was an awkward postcard to receive."
1449,"I walked into the living room today and the wife had a box of Daz on top of the T.V.. I asked her why, she replied ""there's was no Ariel""."
1450,"I took the missus to a restaurant last night. I said ""do you like peppa pig?"". She said ""yeah"". I said ""waiter some pepper over here please""."
1451,"I asked 100 women ""What shampoo do you use whilst showering?"" 98% of them asked me to get out of the shower."
1452,Today I went to toilet without my phone. There's 178 tiles in the bathroom.
1453,The man who invented Chinese whispers has died. Pass it on...
1454,"""Your underwear is too tight and very revealing"" I said to my wife. She said ""Wear your own then, dickhead""."
1455,"Lad asks Granny ""Have you seen my pills,they were labelled LSD?"" Granny replies ""fook the pills, have you seen the dragons in the kitchen?!"""
1456,"Grandad leant over to Grandma ""I just let out a silent fart, what do you think I should do?"" Grandma ""Put a new battery in your hearing aid"""
1457,What's the worst thing about your girlfriend being pregnant? Having to tell your wife.
